timestamp_sec,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23
0.0,0.700428124657754,-0.02908125742548433,0.37544371655174613,0.12223326093664828,0.6217518791390335,0.7317246482156795,0.2415717417450635,-0.14460129337124714,0.1492851726290186,-0.22335675477361988,-0.06949201547896507,-0.5231044300962305,-0.3574835256174577,-0.22696006348940453,-0.2627276395231416,-0.10141188705802963,0.1103661729631546,-0.027278206858835117,0.3356596084039184,-0.2999991908084951,-0.04953692452151629,-0.008274268039026488,-0.23986728005322863,0.6348056643728235
0.004,-0.5762804972377815,0.16695710073060355,-0.33228591093182186,-0.04998520276159998,0.02566059774581162,0.06498166613808352,0.28784800075809724,0.040938840227331144,0.5048196707145073,-0.3446544210428665,-0.10245911751266085,0.021622903457696067,-0.14359349098603189,0.16168249972643398,-0.30772516004495337,0.17393891183519605,0.21495743157903305,-0.12056653648863484,0.21364377904991907,-0.18294879779969594,0.6658372769965055,-0.15305800701502228,-0.0490416251235701,-0.43192332778991327
0.008,-0.1230257720931486,-0.10789845980786945,0.19803892055843902,-0.3878195188058395,-0.10883082246085209,-0.13568928212278658,-0.07653382019721558,0.23327007572617162,-0.06216393018823583,0.521992551571975,0.6420153301299915,-0.3389328290004307,-0.19430025478176158,-0.28025448122465574,0.31489368356409536,-0.1373091590846305,0.2785996987595237,-0.24724405452913203,0.08865938556744274,-0.08816777808198197,0.04566040759931364,0.17838192367575093,-0.5186531163330343,0.0728277267535844
0.012,-0.23740872598824317,0.08101708204055695,-0.230171430204142,0.6016636249676629,0.254854711238233,-0.05414150064182132,-0.05170053289379112,0.5849895707460753,0.08370439980299865,-0.6464566728220306,0.3031220186185524,0.21034541454254405,0.6057242411084863,-0.13268277262640144,0.40555932839472464,0.12450017193004434,-0.5213501265484533,0.2239240051563199,0.5231588574831125,0.4187806132643342,0.12117324625428555,-0.19344064788956813,-0.4275363612352126,-0.17132144730478385
0.016,0.14419159837920278,-0.17247580954816752,0.1960525930195645,-0.14463245175285228,-0.08265146147989326,0.5998730042026877,-0.04017266298039759,0.6137949656403462,-0.48304564252172927,-0.11333031491543714,-0.5016392473295164,-0.07702506680501953,-0.3228114370635639,-0.033648446990225046,-0.041449625456600636,-0.15977442838606892,0.2537349224562732,0.21794804568331844,0.07482477181829128,0.032763138753663455,0.20650430779665838,-0.12445336181971256,0.27859002094943314,-0.1998422363311395
0.02,0.24173672138148003,0.30843993265364295,0.5688183151877773,-0.26668012419109666,0.010788473528062085,-0.05954373782024528,0.4597464547130273,0.23088308395073726,-0.0926765032023121,0.2513638088560514,-0.14640556843623995,-0.03425173108974094,0.039801416745916564,0.16723735116822883,-0.5579163314424019,0.39038114444542044,-0.1340794540068347,-0.5243469174428729,0.04362397059268307,0.1585743374936872,0.8230736490658251,-0.02697124761450673,0.0033784094447318782,-0.6616994174739388
0.024,-0.017359238341607085,0.18494553464364819,0.08547572094337184,-0.1466750717856765,-0.3155133234511248,-0.06183748540397268,0.11713992081014642,0.5096558607679679,0.1963555656135646,-0.1538165077283773,-0.5650698202116249,0.1359432234303743,-0.3163288399246306,0.17447988452823715,0.3383428296035965,0.43387985634175585,0.05362841186416573,-0.05264793094824316,0.2759427326588593,0.12447334077360972,-0.21141664442556188,0.28948761212854446,0.23013961405562963,0.22720735235974737
0.028,0.6784077619008435,-0.10127543300531251,-0.0958171559976679,0.24716795252870502,0.022818607962849506,-0.07126494348253039,0.5418963515053601,-0.002227615969286194,-0.28734454352346184,-0.0646403436667247,0.07166141097041304,0.031247493265128552,-0.062256034849103484,-0.20567430041274543,0.16919315929823123,-0.20138481095999075,0.014455744279093453,0.4052468460667297,0.3574746333872746,-1.2524937596191172,0.3004955854161519,-0.2141552311549925,0.43292392760076376,-0.49847368643247003
0.032,-0.07907980799796455,0.6164814848746121,-0.1759020181211395,-0.41321266964331,-0.10527585360838375,-0.25038974324266317,-0.5331502704967012,0.25348168201975557,-0.025656026423925726,0.23485275645145673,-0.5115914224534654,-0.12801772030429215,-0.34692284319348765,-0.7228505784263404,0.5158574788237713,0.6398905706789517,-0.036563564132631926,-0.2909377412916279,0.18457000944245186,0.24137390699997974,0.18623313758369195,0.44163744974738617,0.08327222608817787,-0.0709578418994173
0.036000000000000004,0.23436469813934707,0.1906530221539707,-0.2047950148753087,0.41736570088848773,0.24093998483803333,0.18578158808948572,-0.21930801472163994,0.2486060676987047,-0.7124660284632175,0.3859348813342099,-0.2621689742423784,0.24895538708417053,-0.21208928728787071,-0.1344071884617439,-0.2593134347878426,-0.36630313220044564,0.04048578946714997,-0.24090926004508467,-0.10991690178174714,-0.1743900999655835,-0.4518174989056428,-0.027979096183158917,0.038595675875054816,0.7100566087275902
